,phase,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,total_runs,over_number
11426,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,17.4,Marco Jansen,Sakib Hussain,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,18
11427,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,17.5,Marco Jansen,Sakib Hussain,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,18
11428,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,17.6,Cooper Connolly,Sakib Hussain,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,18
11429,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.1,Marco Jansen,Harsh Dubey,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,19
11430,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.2,Cooper Connolly,Harsh Dubey,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,19
11431,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.3,Cooper Connolly,Harsh Dubey,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,19
11432,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.4,Marco Jansen,Harsh Dubey,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,19
11433,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.5,Marco Jansen,Harsh Dubey,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,19
11434,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,18.6,Cooper Connolly,Harsh Dubey,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,19
11435,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.1,Marco Jansen,Shivang Kumar,0.0,0.0,0.0,0.0,0.0,0.0,caught,Marco Jansen,Harsh Dubey,0.0,20
11436,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.2,Vijaykumar Vyshak,Shivang Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,20
11437,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.3,Cooper Connolly,Shivang Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,20
11438,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.4,Cooper Connolly,Shivang Kumar,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,20
11439,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.4,Cooper Connolly,Shivang Kumar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,20
11440,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.5,Cooper Connolly,Shivang Kumar,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,20
11441,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.5,Cooper Connolly,Shivang Kumar,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,20
11442,Death Overs,49.0,2026-05-06,"Rajiv Gandhi International Stadium, Hyderabad",PBKS,SRH,2.0,19.6,Cooper Connolly,Shivang Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,20
11443,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.1,Mitchell Marsh,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
11444,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.2,Mitchell Marsh,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1
11445,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.3,Arshin Kulkarni,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
11446,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.4,Arshin Kulkarni,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1
11447,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.5,Arshin Kulkarni,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
11448,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,0.6,Arshin Kulkarni,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1
11449,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.1,Mitchell Marsh,Josh Hazlewood,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,2
11450,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.1,Mitchell Marsh,Josh Hazlewood,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2
11451,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.2,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2
11452,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.3,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2
11453,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.4,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2
11454,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.5,Mitchell Marsh,Josh Hazlewood,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2
11455,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,1.6,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2
11456,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.1,Arshin Kulkarni,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3
11457,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.2,Arshin Kulkarni,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,3
11458,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.3,Arshin Kulkarni,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3
11459,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.4,Arshin Kulkarni,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3
11460,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.5,Arshin Kulkarni,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,3
11461,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,2.6,Mitchell Marsh,Bhuvneshwar Kumar,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3
11462,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.1,Arshin Kulkarni,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4
11463,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.2,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4
11464,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.3,Mitchell Marsh,Krunal Pandya,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,4
11465,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.4,Mitchell Marsh,Krunal Pandya,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,4
11466,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.5,Mitchell Marsh,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4
11467,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,3.6,Arshin Kulkarni,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4
11468,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.1,Mitchell Marsh,Rasikh Salam Dar,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,5
11469,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.2,Mitchell Marsh,Rasikh Salam Dar,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,5
11470,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.3,Mitchell Marsh,Rasikh Salam Dar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5
11471,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.4,Mitchell Marsh,Rasikh Salam Dar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,5
11472,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.5,Mitchell Marsh,Rasikh Salam Dar,0.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,5
11473,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,4.6,Arshin Kulkarni,Rasikh Salam Dar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5
11474,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.1,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
11475,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.2,Mitchell Marsh,Josh Hazlewood,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,6
11476,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.3,Mitchell Marsh,Josh Hazlewood,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,6
11477,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.4,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
11478,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.5,Mitchell Marsh,Josh Hazlewood,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
11479,Powerplay,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,5.6,Mitchell Marsh,Josh Hazlewood,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,6
11480,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.1,Arshin Kulkarni,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
11481,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.2,Mitchell Marsh,Suyash Sharma,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,7
11482,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.3,Mitchell Marsh,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
11483,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.4,Arshin Kulkarni,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,7
11484,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.5,Arshin Kulkarni,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7
11485,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,6.6,Arshin Kulkarni,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7
11486,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.1,Mitchell Marsh,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,8
11487,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.2,Arshin Kulkarni,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8
11488,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.3,Arshin Kulkarni,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8
11489,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.4,Arshin Kulkarni,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,8
11490,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.5,Mitchell Marsh,Krunal Pandya,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,8
11491,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,7.6,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,8
11492,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.1,Arshin Kulkarni,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
11493,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.2,Mitchell Marsh,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
11494,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.3,Arshin Kulkarni,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
11495,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.4,Mitchell Marsh,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,9
11496,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.5,Mitchell Marsh,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
11497,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,8.6,Arshin Kulkarni,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
11498,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.1,Arshin Kulkarni,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10
11499,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.2,Arshin Kulkarni,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,caught,Arshin Kulkarni,Rajat Patidar,0.0,10
11500,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.3,Nicholas Pooran,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10
11501,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.4,Nicholas Pooran,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,10
11502,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.5,Mitchell Marsh,Krunal Pandya,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,10
11503,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,9.6,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10
11504,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.1,Nicholas Pooran,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
11505,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.2,Mitchell Marsh,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
11506,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.3,Nicholas Pooran,Rasikh Salam Dar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,11
11507,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.4,Nicholas Pooran,Rasikh Salam Dar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,11
11508,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.5,Nicholas Pooran,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
11509,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,10.6,Mitchell Marsh,Rasikh Salam Dar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11
11510,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.1,Nicholas Pooran,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11511,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.2,Mitchell Marsh,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11512,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.3,Nicholas Pooran,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11513,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.4,Mitchell Marsh,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11514,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.5,Nicholas Pooran,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11515,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,11.6,Mitchell Marsh,Josh Hazlewood,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
11516,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.1,Mitchell Marsh,Krunal Pandya,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,13
11517,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.2,Mitchell Marsh,Krunal Pandya,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,13
11518,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.3,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,13
11519,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.4,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,13
11520,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.4,Mitchell Marsh,Krunal Pandya,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,13
11521,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.5,Mitchell Marsh,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,13
11522,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,12.6,Mitchell Marsh,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,13
11523,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.1,Mitchell Marsh,Romario Shepherd,0.0,4.0,0.0,1.0,0.0,0.0,,,,4.0,14
11524,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.2,Mitchell Marsh,Romario Shepherd,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,14
11525,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.3,Mitchell Marsh,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,14
11526,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.4,Mitchell Marsh,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,14
11527,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.5,Mitchell Marsh,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,14
11528,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,13.6,Mitchell Marsh,Romario Shepherd,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,14
11529,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,14.1,Nicholas Pooran,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
11530,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,14.2,Mitchell Marsh,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
11531,Middle Overs,50.0,2026-05-07,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",LSG,RCB,1.0,14.3,Nicholas Pooran,Rasikh Salam Dar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
