,phase,match_no,date,venue,batting_team,bowling_team,innings,over,striker,bowler,runs_of_bat,extras,wide,legbyes,byes,noballs,wicket_type,player_dismissed,fielder,total_runs,over_number
0,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.1,Travis Head,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
1,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.2,Travis Head,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,1
2,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.3,Abhishek Sharma,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
3,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.4,Abhishek Sharma,Jacob Duffy,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1
4,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.5,Abhishek Sharma,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
5,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,0.6,Abhishek Sharma,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,1
6,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.1,Travis Head,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2
7,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.2,Abhishek Sharma,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2
8,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.3,Travis Head,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,2
9,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.4,Abhishek Sharma,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,2
10,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.4,Abhishek Sharma,Bhuvneshwar Kumar,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,2
11,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.5,Abhishek Sharma,Bhuvneshwar Kumar,0.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,2
12,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.5,Abhishek Sharma,Bhuvneshwar Kumar,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,2
13,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,1.6,Travis Head,Bhuvneshwar Kumar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,2
14,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.1,Abhishek Sharma,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,caught,Abhishek Sharma,Jitesh Sharma,0.0,3
15,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.1,Abhishek Sharma,Jacob Duffy,0.0,1.0,1.0,0.0,0.0,0.0,bowled,,,1.0,3
16,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.1,Abhishek Sharma,Jacob Duffy,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,3
17,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.2,Ishan Kishan,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,3
18,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.3,Travis Head,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3
19,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.4,Travis Head,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,3
20,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.5,Travis Head,Jacob Duffy,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,3
21,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,2.6,Travis Head,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,caught,Travis Head,Phil Salt,0.0,3
22,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.1,Ishan Kishan,Bhuvneshwar Kumar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,4
23,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.2,Ishan Kishan,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4
24,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.3,Nitish Reddy,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4
25,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.4,Nitish Reddy,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4
26,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.5,Nitish Reddy,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,4
27,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,3.6,Nitish Reddy,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,4
28,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.1,Nitish Reddy,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5
29,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.2,Nitish Reddy,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,caught,Nitish Reddy,Abhinandan Singh,0.0,5
30,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.3,Heinrich Klaasen,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5
31,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.4,Heinrich Klaasen,Jacob Duffy,3.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,5
32,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.5,Ishan Kishan,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,5
33,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,4.6,Heinrich Klaasen,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,5
34,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.1,Ishan Kishan,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
35,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.2,Ishan Kishan,Abhinandan Singh,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,6
36,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.3,Ishan Kishan,Abhinandan Singh,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,6
37,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.4,Ishan Kishan,Abhinandan Singh,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,6
38,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.5,Ishan Kishan,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
39,Powerplay,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,5.6,Ishan Kishan,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,6
40,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.1,Heinrich Klaasen,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
41,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.2,Ishan Kishan,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
42,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.3,Heinrich Klaasen,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
43,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.4,Ishan Kishan,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
44,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.5,Heinrich Klaasen,Jacob Duffy,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,7
45,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,6.6,Heinrich Klaasen,Jacob Duffy,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,7
46,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.1,Heinrich Klaasen,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,8
47,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.2,Ishan Kishan,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,8
48,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.3,Ishan Kishan,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,8
49,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.4,Heinrich Klaasen,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,8
50,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.5,Heinrich Klaasen,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,8
51,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,7.6,Heinrich Klaasen,Romario Shepherd,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,8
52,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.1,Ishan Kishan,Abhinandan Singh,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
53,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.2,Heinrich Klaasen,Abhinandan Singh,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
54,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.3,Ishan Kishan,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,9
55,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.4,Ishan Kishan,Abhinandan Singh,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,9
56,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.5,Ishan Kishan,Abhinandan Singh,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,9
57,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,8.6,Ishan Kishan,Abhinandan Singh,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,9
58,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.1,Ishan Kishan,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10
59,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.2,Ishan Kishan,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,10
60,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.3,Ishan Kishan,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,10
61,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.4,Heinrich Klaasen,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,10
62,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.5,Ishan Kishan,Suyash Sharma,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,10
63,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,9.6,Ishan Kishan,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,10
64,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.1,Heinrich Klaasen,Krunal Pandya,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,11
65,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.2,Heinrich Klaasen,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
66,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.3,Ishan Kishan,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,bowled,,,1.0,11
67,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.3,Ishan Kishan,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
68,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.4,Heinrich Klaasen,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
69,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.5,Ishan Kishan,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
70,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,10.6,Heinrich Klaasen,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,11
71,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.1,Heinrich Klaasen,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,12
72,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.2,Ishan Kishan,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,12
73,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.3,Ishan Kishan,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,12
74,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.4,Ishan Kishan,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12
75,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.5,Ishan Kishan,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,12
76,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,11.6,Ishan Kishan,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,12
77,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.1,Heinrich Klaasen,Krunal Pandya,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,13
78,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.2,Heinrich Klaasen,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,13
79,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.3,Ishan Kishan,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,13
80,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.4,Heinrich Klaasen,Krunal Pandya,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,13
81,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.5,Ishan Kishan,Krunal Pandya,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,13
82,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,12.6,Ishan Kishan,Krunal Pandya,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,13
83,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.1,Heinrich Klaasen,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,caught,Heinrich Klaasen,Phil Salt,0.0,14
84,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.2,Salil Arora,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,14
85,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.3,Salil Arora,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,14
86,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.4,Ishan Kishan,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,14
87,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.5,Salil Arora,Romario Shepherd,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,14
88,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,13.6,Salil Arora,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,14
89,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.1,Salil Arora,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
90,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.2,Ishan Kishan,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
91,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.3,Salil Arora,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,caught,Salil Arora,Devdutt Padikkal,0.0,15
92,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.4,Aniket Verma,Suyash Sharma,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,15
93,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.5,Aniket Verma,Suyash Sharma,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,15
94,Middle Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,14.6,Aniket Verma,Suyash Sharma,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,15
95,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.1,Aniket Verma,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,16
96,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.2,Aniket Verma,Abhinandan Singh,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,16
97,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.3,Aniket Verma,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,16
98,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.4,Aniket Verma,Abhinandan Singh,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,16
99,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.5,Ishan Kishan,Abhinandan Singh,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,16
100,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,15.6,Ishan Kishan,Abhinandan Singh,0.0,0.0,0.0,0.0,0.0,0.0,caught,Ishan Kishan,Phil Salt,0.0,16
101,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.1,Aniket Verma,Romario Shepherd,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,17
102,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.2,Aniket Verma,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,17
103,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.3,Harsh Dubey,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,17
104,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.4,Aniket Verma,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,17
105,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.5,Harsh Dubey,Romario Shepherd,0.0,1.0,1.0,0.0,0.0,0.0,,,,1.0,17
106,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.5,Harsh Dubey,Romario Shepherd,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,17
107,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,16.6,Harsh Dubey,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,caught,Harsh Dubey,Devdutt Padikkal,0.0,17
108,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.1,Aniket Verma,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,18
109,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.2,Aniket Verma,Bhuvneshwar Kumar,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,18
110,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.3,Aniket Verma,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,18
111,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.4,Harshal Patel,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,18
112,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.5,Harshal Patel,Bhuvneshwar Kumar,0.0,0.0,0.0,0.0,0.0,0.0,caught,Harshal Patel,Devdutt Padikkal,0.0,18
113,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,17.6,David Payne,Bhuvneshwar Kumar,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,18
114,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.1,David Payne,Romario Shepherd,1.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,19
115,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.2,Aniket Verma,Romario Shepherd,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,19
116,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.3,Aniket Verma,Romario Shepherd,4.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,19
117,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.4,Aniket Verma,Romario Shepherd,6.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,19
118,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.5,Aniket Verma,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,19
119,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,18.6,Aniket Verma,Romario Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,caught,Aniket Verma,Virat Kohli,0.0,19
120,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,19.1,David Payne,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,20
121,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,19.2,David Payne,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,20
122,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,19.3,David Payne,Bhuvneshwar Kumar,0.0,1.0,0.0,1.0,0.0,0.0,,,,1.0,20
123,Death Overs,1.0,2026-03-28,"M.Chinnaswamy Stadium, Bengaluru",SRH,RCB,1.0,19.4,Jaydev Unadkat,Bhuvneshwar Kumar,2.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,20
